DATE,AAPL,AMZN,BA,DWDP,JNJ,JPM,NEE,PG,SPG,VZ,XOM
10/8/1990,0.122190345,NaN,12.48269615,2.290418225,4.413667977,2.220832349,2.368848857,5.125333047,NaN,6.473414505,2.051722084
10/9/1990,0.120027618,NaN,12.34003347,2.17453339,4.371712,2.185012914,2.328354719,4.939690829,NaN,6.473413,2.041463
10/10/1990,0.112458237,NaN,12.41136646,2.106365695,4.304584988,2.131281923,2.297985152,4.818619662,NaN,6.23740142,1.995299695
10/11/1990,0.110295094,NaN,11.98338823,2.126816,4.254237,1.898454,2.287861718,4.705622036,NaN,6.220544,1.954264784
10/12/1990,0.116783348,NaN,12.23303719,2.140449686,4.254237,1.755174174,2.297985152,4.721762985,NaN,6.203688915,1.969651794
10/15/1990,0.115161108,NaN,12.76801455,2.174532248,4.304585943,1.773084095,2.297984599,4.826425676,NaN,6.523982427,1.974781282
10/16/1990,0.104888975,NaN,12.83934248,2.147266,4.338148996,1.826813916,2.328354719,4.899548139,NaN,6.557701527,1.990170694
10/17/1990,0.108132953,NaN,12.94633877,2.13363262,4.321365988,1.773083918,2.318231159,4.793920401,NaN,6.591418462,1.985039698
10/18/1990,0.114620471,NaN,13.26732121,2.167717189,4.380102,1.790994,2.328354719,4.87517664,NaN,6.641993697,1.974781095
10/19/1990,0.130840961,NaN,13.62397782,2.276783245,4.447230983,1.790994261,2.297986424,5.118933219,NaN,6.844283499,1.990170637
10/22/1990,0.131921738,NaN,13.62397782,2.283599178,4.514359971,1.773084176,2.318231437,5.183935226,NaN,6.962293333,2.036333
10/23/1990,0.130840974,NaN,13.48131515,2.351767845,4.564704991,1.790994345,2.308108435,5.232685559,NaN,6.928578347,1.985039698
10/24/1990,0.129759362,NaN,13.33865048,2.358586051,4.539531996,1.737265336,2.196752716,5.240812,NaN,6.793713555,1.969651794
10/25/1990,0.128136996,NaN,13.48131177,2.365401227,4.489186978,1.737265336,2.196753425,5.086430711,NaN,6.743136061,1.954264696
10/26/1990,0.128677624,NaN,13.0533295,2.235882852,4.413666,1.522345421,2.206875865,5.03767971,NaN,6.641990828,1.938877
10/29/1990,0.128678369,NaN,12.91067016,2.188167509,4.36332,1.522345,2.247369713,5.02142913,NaN,6.675709794,1.938877087
10/30/1990,0.124893099,NaN,12.37569652,2.229066917,4.321367937,1.379065431,2.247369429,5.013301704,NaN,6.743136027,1.959394261
10/31/1990,0.130840366,NaN,12.6610274,2.2836,4.287803977,1.432795906,2.257492714,5.086430137,NaN,6.861145742,1.995300082
11/1/1990,0.128677983,NaN,12.55402929,2.249517072,4.279412909,1.468615431,2.257491872,5.04580285,NaN,7.046577599,2.000428568
11/2/1990,0.131922331,NaN,12.69668486,2.269968282,4.388494962,1.504435484,2.297985152,5.118932264,NaN,6.996008937,2.031203698
11/5/1990,0.138410329,NaN,13.08899433,2.304050456,4.472404974,1.611895249,2.297986424,5.118930989,NaN,7.080296324,2.109207617
11/6/1990,0.14381662,NaN,12.946337,2.29041685,4.447230998,1.593985,2.287861718,5.143308263,NaN,7.01286206,2.125473746
11/7/1990,0.141113725,NaN,12.55402067,2.201799,4.380104994,1.522345343,2.267616711,5.094556133,NaN,6.709422874,2.092939
11/8/1990,0.142734975,NaN,12.51836443,2.194982477,4.329759969,1.522345421,2.206876286,5.110805565,NaN,6.776857666,2.098363112
11/9/1990,0.14922371,NaN,12.33841952,2.235883025,4.338147,1.558165252,2.237246143,5.183934971,NaN,6.996006388,2.152585226
11/12/1990,0.152467711,NaN,12.91229902,2.338133703,4.41366994,1.593985221,2.25749215,5.240810831,NaN,7.18144216,2.163428619
11/13/1990,0.154629743,NaN,13.16337003,2.338134391,4.430448996,1.665623922,2.277738717,5.273312,NaN,7.11400906,2.163427875
11/14/1990,0.154630329,NaN,13.12749963,2.331317687,4.419565291,1.665624364,2.227122432,5.28956508,NaN,7.097158511,2.158006493
11/15/1990,0.153548364,NaN,13.27096903,2.399484846,4.411133133,1.683535247,2.196752716,5.297689709,NaN,7.029723454,2.163427875
11/16/1990,0.16577702,NaN,13.19923752,2.379035453,4.411135413,1.719355242,2.186630137,5.22455985,NaN,7.063437871,2.168851613
11/19/1990,0.168162199,NaN,13.37857257,2.41311884,4.444871543,1.737264184,2.196754,5.28956384,NaN,7.147731431,2.185116748
11/20/1990,0.168162435,NaN,12.05147852,2.406302225,4.453305,1.683534,2.186629431,5.281437423,NaN,7.164584,2.179694622
11/21/1990,0.165777348,NaN,12.41014425,2.392668681,4.43643642,1.576075412,2.21699943,5.240811399,NaN,7.080294882,2.179694498
11/23/1990,0.171740022,NaN,12.69709153,2.433568463,4.419568,1.629804,2.216997723,5.305813711,NaN,7.130868413,2.190539364
11/26/1990,0.171740043,NaN,12.26668353,2.426751079,4.360527268,1.59398404,2.216997723,5.232687381,NaN,7.063440444,2.1905385
11/27/1990,0.175318043,NaN,12.44601311,2.433568076,4.419569707,1.665623922,2.217,5.28143855,NaN,7.046578995,2.168851613
11/28/1990,0.175318,NaN,12.302545,2.447201845,4.453303701,1.629804,2.21699943,5.305813136,NaN,7.114016469,2.168851613
11/29/1990,0.17293274,NaN,12.19494506,2.413118227,4.529211993,1.576075,2.21699943,5.257061558,NaN,7.130868413,2.163428619
11/30/1990,0.17293274,NaN,12.30254184,2.413117488,4.588253935,1.576074203,2.227122432,5.224559268,NaN,7.147728167,2.174272496
12/3/1990,0.176511184,NaN,12.84056003,2.481285464,4.756937852,1.647715065,2.283739784,5.370815845,NaN,7.299447468,2.185116623
12/4/1990,0.178896467,NaN,12.80469162,2.460834849,4.740069278,1.719354102,2.336604642,5.362692787,NaN,7.282587827,2.168851613
12/5/1990,0.180685246,NaN,12.94816457,2.447201615,4.731635138,1.7730845,2.389467539,5.435818398,NaN,7.366880858,2.174272873
12/6/1990,0.193208167,NaN,13.19922953,2.535818698,4.765374,1.844724174,2.400041132,5.49269571,NaN,7.43431052,2.141739748
12/7/1990,0.19559321,NaN,13.055764,2.535819,4.714766984,1.844724174,2.368322526,5.484570551,NaN,7.46802641,2.136318
12/10/1990,0.197978435,NaN,12.55362451,2.522185406,4.714766849,1.825433985,2.378896128,5.500820556,NaN,7.451166024,2.136317622
12/11/1990,0.190823,NaN,12.73295709,2.542635846,4.71476813,1.825435934,2.389468263,5.492697085,NaN,7.400593417,2.158006
12/12/1990,0.186052316,NaN,12.94816651,2.54263639,4.740072368,1.82543446,2.400042253,5.557697118,NaN,7.41745293,2.147163097
12/13/1990,0.188437759,NaN,12.948162,2.529002974,4.748504136,1.770671459,2.421187515,5.606450419,NaN,7.417454403,2.168850495
12/14/1990,0.188437021,NaN,12.7688295,2.556267627,4.689464556,1.679399953,2.431760259,5.549573836,NaN,7.366878471,2.174272372
