symbol,timestamp,tradingDay,open,high,low,close,volume
"PG","2018-03-05T14:00:00-05:00","2018-03-05","80.01","80.34","79.87","80.34","702151"
"PG","2018-03-05T15:00:00-05:00","2018-03-05","80.3484","80.3939","80.13","80.28","1316982"
"PG","2018-03-06T09:00:00-05:00","2018-03-06","80.41","80.42","79.79","79.97","684876"
"PG","2018-03-06T10:00:00-05:00","2018-03-06","79.975","80.02","79.37","79.84","1119287"
"PG","2018-03-06T11:00:00-05:00","2018-03-06","79.83","79.97","79.71","79.84","903328"
"PG","2018-03-06T12:00:00-05:00","2018-03-06","79.83","79.85","79.5227","79.81","912941"
"PG","2018-03-06T13:00:00-05:00","2018-03-06","79.81","79.99","79.77","79.79","623204"
"PG","2018-03-06T14:00:00-05:00","2018-03-06","79.79","80.009","79.75","79.91","702656"
"PG","2018-03-06T15:00:00-05:00","2018-03-06","79.9","80.03","79.79","80.02","1670381"
"PG","2018-03-07T09:00:00-05:00","2018-03-07","79.53","79.6","79.3","79.55","537818"
"PG","2018-03-07T10:00:00-05:00","2018-03-07","79.55","79.64","79.29","79.3115","1051755"
"PG","2018-03-07T11:00:00-05:00","2018-03-07","79.32","79.435","79.2","79.25","691940"
"PG","2018-03-07T12:00:00-05:00","2018-03-07","79.25","79.3","79.04","79.06","711898"
"PG","2018-03-07T13:00:00-05:00","2018-03-07","79.06","79.24","78.9","79.09","597128"
"PG","2018-03-07T14:00:00-05:00","2018-03-07","79.085","79.14","78.969","79.04","784903"
"PG","2018-03-07T15:00:00-05:00","2018-03-07","79.035","79.2156","78.98","79.14","1652152"
"PG","2018-03-08T09:00:00-05:00","2018-03-08","79.17","79.665","79.02","79.53","521463"
"PG","2018-03-08T10:00:00-05:00","2018-03-08","79.535","79.9101","79.535","79.68","940656"
"PG","2018-03-08T11:00:00-05:00","2018-03-08","79.675","79.875","79.6","79.66","970796"
"PG","2018-03-08T12:00:00-05:00","2018-03-08","79.665","79.71","79.54","79.67","656976"
"PG","2018-03-08T13:00:00-05:00","2018-03-08","79.665","79.74","79.64","79.735","565218"
"PG","2018-03-08T14:00:00-05:00","2018-03-08","79.74","79.95","79.63","79.885","729382"
"PG","2018-03-08T15:00:00-05:00","2018-03-08","79.89","79.99","79.58","79.96","1546692"
"PG","2018-03-09T09:00:00-05:00","2018-03-09","80.18","80.53","79.9","80.48","567332"
"PG","2018-03-09T10:00:00-05:00","2018-03-09","80.485","80.745","80.28","80.28","1021807"
"PG","2018-03-09T11:00:00-05:00","2018-03-09","80.29","80.35","80.07","80.17","663467"
"PG","2018-03-09T12:00:00-05:00","2018-03-09","80.17","80.26","80.09","80.1589","649653"
"PG","2018-03-09T13:00:00-05:00","2018-03-09","80.16","80.26","80.13","80.13","466830"
"PG","2018-03-09T14:00:00-05:00","2018-03-09","80.14","80.16","79.97","80.07","513695"
"PG","2018-03-09T15:00:00-05:00","2018-03-09","80.065","80.3","79.931","80.28","1371993"
"PG","2018-03-12T09:00:00-04:00","2018-03-12","80.23","80.62","80.11","80.44","705599"
"PG","2018-03-12T10:00:00-04:00","2018-03-12","80.44","80.4698","79.965","79.97","1082896"
"PG","2018-03-12T11:00:00-04:00","2018-03-12","79.96","80.14","79.885","80.08","707456"
"PG","2018-03-12T12:00:00-04:00","2018-03-12","80.09","80.1","79.93","79.99","661151"
"PG","2018-03-12T13:00:00-04:00","2018-03-12","79.995","80.07","79.92","79.94","460561"
"PG","2018-03-12T14:00:00-04:00","2018-03-12","79.94","80.02","79.76","79.815","563542"
"PG","2018-03-12T15:00:00-04:00","2018-03-12","79.811","80.1","79.8","79.88","1359311"
"PG","2018-03-13T09:00:00-04:00","2018-03-13","80","80.19","79.863","80.09","689072"
"PG","2018-03-13T10:00:00-04:00","2018-03-13","80.09","80.09","79.58","79.685","958692"
"PG","2018-03-13T11:00:00-04:00","2018-03-13","79.69","79.81","79.61","79.645","1045737"
"PG","2018-03-13T12:00:00-04:00","2018-03-13","79.65","79.6701","79.36","79.44","954830"
"PG","2018-03-13T13:00:00-04:00","2018-03-13","79.44","79.6325","79.44","79.585","790316"
"PG","2018-03-13T14:00:00-04:00","2018-03-13","79.58","79.895","79.57","79.77","1232405"
"PG","2018-03-13T15:00:00-04:00","2018-03-13","79.77","79.87","79.65","79.72","2076313"
"PG","2018-03-14T09:00:00-04:00","2018-03-14","79.69","79.84","79.19","79.77","1029237"
"PG","2018-03-14T10:00:00-04:00","2018-03-14","79.765","79.82","79.18","79.18","971623"
"PG","2018-03-14T11:00:00-04:00","2018-03-14","79.18","79.41","79.02","79.03","973624"
"PG","2018-03-14T12:00:00-04:00","2018-03-14","79.04","79.215","78.96","79.045","1010698"
"PG","2018-03-14T13:00:00-04:00","2018-03-14","79.04","79.13","78.87","79.0861","772530"
"PG","2018-03-14T14:00:00-04:00","2018-03-14","79.09","79.13","78.8647","79.025","757763"
"PG","2018-03-14T15:00:00-04:00","2018-03-14","79.03","79.15","78.9","79.02","1791669"
"PG","2018-03-15T09:00:00-04:00","2018-03-15","79.09","79.14","78.58","78.6938","635572"
"PG","2018-03-15T10:00:00-04:00","2018-03-15","78.695","78.8699","78.64","78.835","804866"
"PG","2018-03-15T11:00:00-04:00","2018-03-15","78.8333","79.105","78.75","78.855","752674"
"PG","2018-03-15T12:00:00-04:00","2018-03-15","78.86","78.97","78.76","78.8","545282"
"PG","2018-03-15T13:00:00-04:00","2018-03-15","78.8","78.86","78.67","78.7","662826"
"PG","2018-03-15T14:00:00-04:00","2018-03-15","78.7","78.79","78.54","78.585","597783"
"PG","2018-03-15T15:00:00-04:00","2018-03-15","78.58","78.81","78.55","78.67","1186040"
"PG","2018-03-16T09:00:00-04:00","2018-03-16","78.93","79.39","78.85","78.97","565760"
"PG","2018-03-16T10:00:00-04:00","2018-03-16","78.975","79.175","78.89","79","812637"
"PG","2018-03-16T11:00:00-04:00","2018-03-16","79","79.14","78.9","79.06","897196"
"PG","2018-03-16T12:00:00-04:00","2018-03-16","79.06","79.28","79.04","79.27","416190"
"PG","2018-03-16T13:00:00-04:00","2018-03-16","79.26","79.29","78.9831","79.02","433482"
"PG","2018-03-16T14:00:00-04:00","2018-03-16","79.03","79.11","78.96","79.09","674623"
"PG","2018-03-16T15:00:00-04:00","2018-03-16","79.08","79.19","78.87","78.93","2261790"
"PG","2018-03-19T09:00:00-04:00","2018-03-19","78.97","79.3","78.85","79.02","696652"
"PG","2018-03-19T10:00:00-04:00","2018-03-19","79.025","79.12","78.7769","79.0848","801764"
"PG","2018-03-19T11:00:00-04:00","2018-03-19","79.0831","79.57","79.06","79.42","737255"
"PG","2018-03-19T12:00:00-04:00","2018-03-19","79.42","79.43","79.01","79.01","613046"
"PG","2018-03-19T13:00:00-04:00","2018-03-19","79.01","79.04","78.57","78.663","730425"
"PG","2018-03-19T14:00:00-04:00","2018-03-19","78.66","78.72","78.27","78.56","847369"
"PG","2018-03-19T15:00:00-04:00","2018-03-19","78.55","78.74","78.44","78.66","1337475"
"PG","2018-03-20T09:00:00-04:00","2018-03-20","78.74","79.1","78.425","78.47","547665"
"PG","2018-03-20T10:00:00-04:00","2018-03-20","78.4601","78.581","77.96","78.41","1359298"
"PG","2018-03-20T11:00:00-04:00","2018-03-20","78.42","78.6","78.26","78.38","694714"
"PG","2018-03-20T12:00:00-04:00","2018-03-20","78.37","78.4","78.15","78.2","507287"
"PG","2018-03-20T13:00:00-04:00","2018-03-20","78.199","78.28","78.06","78.0831","521955"
"PG","2018-03-20T14:00:00-04:00","2018-03-20","78.08","78.43","78.05","78.41","544886"
"PG","2018-03-20T15:00:00-04:00","2018-03-20","78.405","78.5","78.28","78.33","1414181"
